Question,Answer,Answer choices,Start timestamp,End timestamp,Known start timestamp,Known end timestamp,Question type
What sports team is Kati Tabin a member of?,PWHL Montreal,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Kati Tabin a member of PWHL Montreal?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Kati Tabin a member of PWHL Montreal?,no,,,2023-01-01T00:00:00Z,,2023-12-01T00:00:00Z,member of sports team
What sports team is Jessica Digirolamo a member of?,Syracuse Orange women's ice hockey,,2017-01-01T00:00:00Z,2022-01-01T00:00:00Z,2019-10-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Jessica Digirolamo a member of Syracuse Orange women's ice hockey?,yes,,2017-01-01T00:00:00Z,2022-01-01T00:00:00Z,2019-10-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Jessica Digirolamo a member of Syracuse Orange women's ice hockey?,no,,2022-01-01T00:00:00Z,,2023-11-01 00:00:00,,member of sports team
What sports team is Hamish McKenzie a member of?,Hagens Berman Jayco,,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,,member of sports team
Is Hamish McKenzie a member of Hagens Berman Jayco?,yes,,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,,member of sports team
Is Hamish McKenzie a member of Hagens Berman Jayco?,no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is Eric Dier a member of?,FC Bayern Munich,,2024-01-11T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Eric Dier a member of FC Bayern Munich?,yes,,2024-01-11T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Eric Dier a member of FC Bayern Munich?,no,,,2024-01-11T00:00:00Z,,2024-03-01T00:00:00Z,member of sports team
What sports team is Kusini Yengi a member of?,Western Sydney Wanderers FC,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-05T00:00:00Z,2024-03-26T00:00:00Z,member of sports team
Is Kusini Yengi a member of Western Sydney Wanderers FC?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-05T00:00:00Z,2024-03-26T00:00:00Z,member of sports team
Is Kusini Yengi a member of Western Sydney Wanderers FC?,no,,,2022-01-01T00:00:00Z,,2022-06-05T00:00:00Z,member of sports team
What sports team is Anthony Sorenson a member of?,Philadelphia Union,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-02-01T00:00:00Z,,member of sports team
Is Anthony Sorenson a member of Philadelphia Union?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-02-01T00:00:00Z,,member of sports team
What sports team is Mohamed-Ali Cho a member of?,OGC Nice,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Mohamed-Ali Cho a member of OGC Nice?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Mohamed-Ali Cho a member of OGC Nice?,no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is Kusini Yengi a member of?,Australia men's national soccer team,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-26T00:00:00Z,,member of sports team
Is Kusini Yengi a member of Australia men's national soccer team?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-26T00:00:00Z,,member of sports team
Is Kusini Yengi a member of Australia men's national soccer team?,no,,,2023-01-01T00:00:00Z,,2024-03-26T00:00:00Z,member of sports team
What sports team is Matthew Riccitello a member of?,Israel-Premier Tech,,2022-08-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Matthew Riccitello a member of Israel-Premier Tech?,yes,,2022-08-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Matthew Riccitello a member of Israel-Premier Tech?,no,,,2022-08-01T00:00:00Z,,2022-09-01T00:00:00Z,member of sports team
What sports team is Rob Holding a member of?,Arsenal F.C.,,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-02-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Rob Holding a member of Arsenal F.C.?,yes,,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-02-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Rob Holding a member of Arsenal F.C.?,no,,2023-01-01T00:00:00Z,,2023-09-01 00:00:00,,member of sports team
What sports team is Paxton Lynch a member of?,Michigan Panthers,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-03-01T00:00:00Z,2023-02-01T00:00:00Z,member of sports team
Is Paxton Lynch a member of Michigan Panthers?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-03-01T00:00:00Z,2023-02-01T00:00:00Z,member of sports team
Is Paxton Lynch a member of Michigan Panthers?,no,,2022-01-01T00:00:00Z,,2023-02-01 00:00:00,,member of sports team
What sports team is Mike Hughes a member of?,Kansas City Chiefs,,2021-05-13T00:00:00Z,2022-03-20T00:00:00Z,2021-06-01T00:00:00Z,2022-04-01T00:00:00Z,member of sports team
Is Mike Hughes a member of Kansas City Chiefs?,yes,,2021-05-13T00:00:00Z,2022-03-20T00:00:00Z,2021-06-01T00:00:00Z,2022-04-01T00:00:00Z,member of sports team
Is Mike Hughes a member of Kansas City Chiefs?,no,,2022-03-20T00:00:00Z,,2022-04-01 00:00:00,,member of sports team
What sports team is Jesse Lingard a member of?,Nottingham Forest F.C.,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Jesse Lingard a member of Nottingham Forest F.C.?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Jesse Lingard a member of Nottingham Forest F.C.?,no,,,2022-01-01T00:00:00Z,,2023-01-01T00:00:00Z,member of sports team
What sports team is Tajon Buchanan a member of?,Club Brugge K.V.,,2022-01-01T00:00:00Z,2024-01-01T00:00:00Z,2022-07-01T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Tajon Buchanan a member of Club Brugge K.V.?,yes,,2022-01-01T00:00:00Z,2024-01-01T00:00:00Z,2022-07-01T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Tajon Buchanan a member of Club Brugge K.V.?,no,,2024-01-01T00:00:00Z,,2024-01-01 00:00:00,,member of sports team
What sports team is Devin Oliver a member of?,Sendai 89ers,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-21T00:00:00Z,2023-02-01T00:00:00Z,member of sports team
Is Devin Oliver a member of Sendai 89ers?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-21T00:00:00Z,2023-02-01T00:00:00Z,member of sports team
Is Devin Oliver a member of Sendai 89ers?,no,,2022-01-01T00:00:00Z,,2023-02-01 00:00:00,,member of sports team
What sports team is Von Miller a member of?,Buffalo Bills,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Von Miller a member of Buffalo Bills?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Von Miller a member of Buffalo Bills?,no,,,2022-01-01T00:00:00Z,,2023-12-01T00:00:00Z,member of sports team
What sports team is Stewie2K a member of?,Evil Geniuses,,2022-01-18T00:00:00Z,2024-04-30T10:30:37Z,2022-07-01T00:00:00Z,,member of sports team
Is Stewie2K a member of Evil Geniuses?,yes,,2022-01-18T00:00:00Z,2024-04-30T10:30:37Z,2022-07-01T00:00:00Z,,member of sports team
Is Stewie2K a member of Evil Geniuses?,no,,,2022-01-18T00:00:00Z,,2022-07-01T00:00:00Z,member of sports team
What sports team is Brandin Podziemski a member of?,Santa Clara Broncos men's basketball,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-12-01T00:00:00Z,,member of sports team
Is Brandin Podziemski a member of Santa Clara Broncos men's basketball?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-12-01T00:00:00Z,,member of sports team
Is Brandin Podziemski a member of Santa Clara Broncos men's basketball?,no,,,2022-01-01T00:00:00Z,,2022-12-01T00:00:00Z,member of sports team
What sports team is Isabella Holmgren a member of?,Stimulus Orbea Racing Team,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Isabella Holmgren a member of Stimulus Orbea Racing Team?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Isabella Holmgren a member of Stimulus Orbea Racing Team?,no,,2023-01-01T00:00:00Z,,2024-03-01 00:00:00,,member of sports team
What sports team is Devin Oliver a member of?,Yokohama B-Corsairs,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-02-01T00:00:00Z,,member of sports team
Is Devin Oliver a member of Yokohama B-Corsairs?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-02-01T00:00:00Z,,member of sports team
Is Devin Oliver a member of Yokohama B-Corsairs?,no,,,2022-01-01T00:00:00Z,,2023-02-01T00:00:00Z,member of sports team
What sports team is Easton Ongaro a member of?,FC Edmonton,,2019-05-01T00:00:00Z,2021-12-01T00:00:00Z,2021-02-01T00:00:00Z,2022-02-01T00:00:00Z,member of sports team
Is Easton Ongaro a member of FC Edmonton?,yes,,2019-05-01T00:00:00Z,2021-12-01T00:00:00Z,2021-02-01T00:00:00Z,2022-02-01T00:00:00Z,member of sports team
Is Easton Ongaro a member of FC Edmonton?,no,,2021-12-01T00:00:00Z,,2022-02-01 00:00:00,,member of sports team
What sports team is Easton Ongaro a member of?,FC UTA Arad,,2022-01-01T00:00:00Z,2022-06-01T00:00:00Z,2022-02-01T00:00:00Z,,member of sports team
Is Easton Ongaro a member of FC UTA Arad?,yes,,2022-01-01T00:00:00Z,2022-06-01T00:00:00Z,2022-02-01T00:00:00Z,,member of sports team
Is Easton Ongaro a member of FC UTA Arad?,no,,,2022-01-01T00:00:00Z,,2022-02-01T00:00:00Z,member of sports team
What sports team is Kevin Love a member of?,Miami Heat,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-03-01T00:00:00Z,,member of sports team
Is Kevin Love a member of Miami Heat?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-03-01T00:00:00Z,,member of sports team
Is Kevin Love a member of Miami Heat?,no,,,2023-01-01T00:00:00Z,,2023-03-01T00:00:00Z,member of sports team
What sports team is Taylor Aylmer a member of?,Washington Spirit,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Taylor Aylmer a member of Washington Spirit?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Taylor Aylmer a member of Washington Spirit?,no,,2022-01-01T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Rocco Ríos Novo a member of?,Atlanta United FC,,2022-04-01T00:00:00Z,2022-12-01T00:00:00Z,2022-05-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Rocco Ríos Novo a member of Atlanta United FC?,yes,,2022-04-01T00:00:00Z,2022-12-01T00:00:00Z,2022-05-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Rocco Ríos Novo a member of Atlanta United FC?,no,,2022-12-01T00:00:00Z,,2023-04-01 00:00:00,,member of sports team
What sports team is Rocco Ríos Novo a member of?,Phoenix Rising FC,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Rocco Ríos Novo a member of Phoenix Rising FC?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Rocco Ríos Novo a member of Phoenix Rising FC?,no,,,2024-01-01T00:00:00Z,,2024-03-01T00:00:00Z,member of sports team
What sports team is Nick Muszynski a member of?,Belmont Bruins men's basketball,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-03-01T00:00:00Z,2022-09-01T00:00:00Z,member of sports team
Is Nick Muszynski a member of Belmont Bruins men's basketball?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-03-01T00:00:00Z,2022-09-01T00:00:00Z,member of sports team
Is Nick Muszynski a member of Belmont Bruins men's basketball?,no,,2022-01-01T00:00:00Z,,2022-09-01 00:00:00,,member of sports team
What sports team is Ben Tulett a member of?,Ineos Grenadiers,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Ben Tulett a member of Ineos Grenadiers?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Ben Tulett a member of Ineos Grenadiers?,no,,2023-01-01T00:00:00Z,,2024-03-01 00:00:00,,member of sports team
What sports team is Claude Giroux a member of?,Florida Panthers,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-04-01T00:00:00Z,,member of sports team
Is Claude Giroux a member of Florida Panthers?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-04-01T00:00:00Z,,member of sports team
Is Claude Giroux a member of Florida Panthers?,no,,,2022-01-01T00:00:00Z,,2022-04-01T00:00:00Z,member of sports team
What sports team is Joshua Tarling a member of?,FlandersColor Galloo Team,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Joshua Tarling a member of FlandersColor Galloo Team?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Joshua Tarling a member of FlandersColor Galloo Team?,no,,2022-01-01T00:00:00Z,,2024-03-01 00:00:00,,member of sports team
What sports team is Maggie Flaherty a member of?,Minnesota Duluth Bulldogs women's ice hockey,,2018-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Maggie Flaherty a member of Minnesota Duluth Bulldogs women's ice hockey?,yes,,2018-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-06-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Maggie Flaherty a member of Minnesota Duluth Bulldogs women's ice hockey?,no,,2023-01-01T00:00:00Z,,2023-12-01 00:00:00,,member of sports team
What sports team is Kati Tabin a member of?,Toronto Six,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Kati Tabin a member of Toronto Six?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Kati Tabin a member of Toronto Six?,no,,2023-01-01T00:00:00Z,,2023-12-01 00:00:00,,member of sports team
What sports team is Claude Giroux a member of?,Philadelphia Flyers,,2008-01-01T00:00:00Z,2022-01-01T00:00:00Z,2013-03-01T00:00:00Z,2022-04-01T00:00:00Z,member of sports team
Is Claude Giroux a member of Philadelphia Flyers?,yes,,2008-01-01T00:00:00Z,2022-01-01T00:00:00Z,2013-03-01T00:00:00Z,2022-04-01T00:00:00Z,member of sports team
Is Claude Giroux a member of Philadelphia Flyers?,no,,2022-01-01T00:00:00Z,,2022-04-01 00:00:00,,member of sports team
What sports team is Chelsea Surpris a member of?,FF Yzeure Allier Auvergne,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-12-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Chelsea Surpris a member of FF Yzeure Allier Auvergne?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-12-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Chelsea Surpris a member of FF Yzeure Allier Auvergne?,no,,2022-01-01T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Ben Tulett a member of?,Team Visma-Lease a Bike,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Ben Tulett a member of Team Visma-Lease a Bike?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Ben Tulett a member of Team Visma-Lease a Bike?,no,,,2024-01-01T00:00:00Z,,2024-03-01T00:00:00Z,member of sports team
What sports team is Caleb Classen a member of?,Project Echelon Racing,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Caleb Classen a member of Project Echelon Racing?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Caleb Classen a member of Project Echelon Racing?,no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is Isabella Flanigan a member of?,Philippines women's national football team,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Isabella Flanigan a member of Philippines women's national football team?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
What sports team is Finn Crockett a member of?,Saint Piran,,2023-06-28T00:00:00Z,2023-12-31T00:00:00Z,2023-07-01T00:00:00Z,,member of sports team
Is Finn Crockett a member of Saint Piran?,yes,,2023-06-28T00:00:00Z,2023-12-31T00:00:00Z,2023-07-01T00:00:00Z,,member of sports team
Is Finn Crockett a member of Saint Piran?,no,,,2023-06-28T00:00:00Z,,2023-07-01T00:00:00Z,member of sports team
What sports team is Folarin Balogun a member of?,Middlesbrough F.C.,,2022-01-12T00:00:00Z,2022-06-30T00:00:00Z,2022-03-01T00:00:00Z,,member of sports team
Is Folarin Balogun a member of Middlesbrough F.C.?,yes,,2022-01-12T00:00:00Z,2022-06-30T00:00:00Z,2022-03-01T00:00:00Z,,member of sports team
Is Folarin Balogun a member of Middlesbrough F.C.?,no,,,2022-01-12T00:00:00Z,,2022-03-01T00:00:00Z,member of sports team
What sports team is Cameron Mason a member of?,Alpecin-Deceuninck Development Team,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Cameron Mason a member of Alpecin-Deceuninck Development Team?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Cameron Mason a member of Alpecin-Deceuninck Development Team?,no,,,2024-01-01T00:00:00Z,,2024-02-01T00:00:00Z,member of sports team
What sports team is Rico Lewis a member of?,England national under-21 association football team,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-10-01T00:00:00Z,,member of sports team
Is Rico Lewis a member of England national under-21 association football team?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-10-01T00:00:00Z,,member of sports team
What sports team is Devon Van Oostrum a member of?,Club Melilla Baloncesto,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-07-01T00:00:00Z,,member of sports team
Is Devon Van Oostrum a member of Club Melilla Baloncesto?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-07-01T00:00:00Z,,member of sports team
What sports team is Olivia Smith a member of?,North Toronto Nitros,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-06-01T00:00:00Z,,member of sports team
Is Olivia Smith a member of North Toronto Nitros?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-06-01T00:00:00Z,,member of sports team
What sports team is Corey Baird a member of?,FC Cincinnati,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Corey Baird a member of FC Cincinnati?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Corey Baird a member of FC Cincinnati?,no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is James Grayson a member of?,Northampton Saints,,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-05-01T00:00:00Z,2024-04-01T00:00:00Z,member of sports team
Is James Grayson a member of Northampton Saints?,yes,,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-05-01T00:00:00Z,2024-04-01T00:00:00Z,member of sports team
Is James Grayson a member of Northampton Saints?,no,,2023-01-01T00:00:00Z,,2024-04-01 00:00:00,,member of sports team
What sports team is Aaron White a member of?,Kumamoto Volters,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Aaron White a member of Kumamoto Volters?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Aaron White a member of Kumamoto Volters?,no,,,2023-01-01T00:00:00Z,,2023-07-01T00:00:00Z,member of sports team
What sports team is Chris Gunter a member of?,Charlton Athletic F.C.,,2020-10-01T00:00:00Z,2022-06-01T00:00:00Z,2020-10-01T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Chris Gunter a member of Charlton Athletic F.C.?,yes,,2020-10-01T00:00:00Z,2022-06-01T00:00:00Z,2020-10-01T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Chris Gunter a member of Charlton Athletic F.C.?,no,,2022-06-01T00:00:00Z,,2022-07-01 00:00:00,,member of sports team
