subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Karl Darlow,member of sports team,Leeds United F.C.,2023-01-01T00:00:00Z,,https://www.dailymail.co.uk/sport/football/article-12353381/Leeds-confirm-400-000-signing-Newcastle-goalkeeper-Karl-Darlow-join-Yorkshire-club-three-year-deal.html,08/2023,"Leeds United have confirmed the £400,000 signing of goalkeeper Karl Darlow from Newcastle United on a permanent deal.

The 32-year-old has signed a three-year contract which will keep him at Elland Road until 2026 and is the club's second signing of the summer, following the arrival of Ethan Ampadu from Chelsea.",65e217117092065ed43b60b2,
Carli Lloyd,member of sports team,Athletes Unlimited Volleyball,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,"https://boardroom.tv/athletes-unlimited-volleyball-carli-lloyd-alisha-glass-childress/#:~:text=U.S.%20Olympic%20volleyball%20players%20Carli%20Lloyd%20and%20Alisha,March%2016%20in%20Dallas%2C%20the%20organization%20announced%20Thursday.",2022-02-24,"U.S. Olympic volleyball players Carli Lloyd and Alisha Glass Childress are among 20 athletes that will join Athletes Unlimited‘s volleyball league for its second season, beginning March 16 in Dallas, the organization announced Thursday.",65e217117092065ed43b60b2,
Carli Lloyd,member of sports team,Futura Volley Busto Arsizio,2022-01-01T00:00:00Z,,https://volleyballmag.com/usa-women-international-report-101822/,2022-10-18,"E-Work Busto Arsizio has the almost impossible task of replacing Poulter, but tabbed another Olympian in Carli Lloyd to be the setter for this season. Lloyd returns to Busto Arsizio after playing for the Butterflies from 2011-2013. Lloyd led Busto Arsizio to win its only league title in 2011-12.",65e217117092065ed43b60b2,
Magdeleine Vallieres,member of sports team,EF Education-Cannondale,2024-01-01T00:00:00Z,,https://www.globalcyclingnetwork.com/racing/news/ef-education-cannondale-on-cloud-nine-after-perfect-start,02/2024,"EF Education-Cannondale began their maiden campaign in perfect fashion at the weekend with two wins in two days.

The American squad won the Trofeo Felanitx-Colònia de Sant Jordi on Saturday with Noemi Rüegg and then backed that up 24 hours later with Magdeleine Vallieres claiming victory in the Trofeo Palma Femina.",61528277afcb4906d01e0442,
Darral Willis,member of sports team,Seoul Samsung Thunders,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.philstar.com/sports/2023/01/20/2238975/ildefonso-wins-kbl-debut-suwon-kt-sonicboom,02/2023,Import Darral Willis had 28 points in the losing effort for the Thunders.,5c9224087a7067000190b119,
Alfred George,member of sports team,Vendée U,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.copaci.org/en/alfred-george-triumphs-in-a-quiet-stage-of-the-tour-de-guadeloupe/,2023-08-11,"Alfred George of the Vendée U team was fastest in a three-rider sprint, after riding 164.9 kilometers between Sainte-Rose and Petit-Bourg. Behind were the French Adrien Guillonnet (Hexagone – Corbas Lyon Métropole) and Loïc Laviolette (Team Madras Cycling), who finished second and third, respectively.",6410f3adbb2f4261e0f5de65,
Adam Fantilli,member of sports team,Chicago Steel,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://thehockeynews.com/news/adam-fantilli-has-the-world-in-front-of-him,07/2021,"But there was another 2023 phenom getting work done at the time and that was center Adam Fantilli. The Chicago Steel rookie ended his season as MVP of the USHL playoffs, racking up eight goals and nine points in eight games as the Steel romped to the Clark Cup. It was an impressive feat for a 16-year-old kid playing in a league that saw a number of players return from the NCAA or come in from Canadian junior leagues due to pandemic cancellations this year.",61528277afcb4906d01e0442,
Adam Fantilli,member of sports team,Michigan Wolverines men's ice hockey,2022-01-01T00:00:00Z,,https://www.freep.com/story/sports/college/university-michigan/wolverines/2023/04/07/adam-fantilli-michigan-hockey-wins-hobey-baker-award/70090507007/,04/2023,"Michigan hockey's Adam Fantilli wins Hobey Baker Award

TAMPA, Fla. — Michigan hockey didn't get the hardware it wanted, but not all its members went home empty handed.

One night after the Wolverines lost to Quinnipiac in the NCAA tournament Frozen Four semifinals, freshman center Adam Fantilli received the Hobey Baker Award, given annually to the top men's college hockey player.",62a7c4d5266dfb89bf94fec8,
Aaron White,member of sports team,KK Crvena zvezda,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://basketnews.com/news-161413-stupid-ugly-and-scary-play-what-it-made-aaron-white-realise-about-his-life-and-basketball.html,01/2022,"White smiles to this day. Afterward, it became an inside joke among Crvena Zvezda players.",61528277afcb4906d01e0442,
Matilda Raynolds,member of sports team,Keukens Redant,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.cyclingnews.com/features/matilda-raynolds-the-travails-of-an-aussie-who-went-all-in-for-cancelled-lotto-belgium-tour/,07/2023,Keukens Redant sports team,5e5080883771350caf2d9fda,
Wilfried Zaha,member of sports team,Crystal Palace F.C.,2015-02-02T00:00:00Z,2023-06-30T00:00:00Z,https://www.si.com/soccer/2015/02/02/wilfried-zaha-crystal-palace-manchester-united-permanent-transfer,02/2015,"Crystal Palace announced on Monday that Zaha's loan from Manchester United has turned into a permanent transfer, accompanied by a five-and-a-half year deal for the 22-year-old winger.",5c3388fa01439b0001a0adfe,
Wilfried Zaha,member of sports team,Galatasaray S.K.,2023-07-25T00:00:00Z,,https://www.galatasaray.org/en/haber/football/galatasaray-sign-ivorian-star-wilfried-zaha/53630,08/2023,"He went onto play a further eight seasons with the club, becoming their
tenth-highest all-time goalscorer,before transferring to Galatasaray in 2023.",5c3388fa01439b0001a0adfe,
Yoeli Childs,member of sports team,Salt Lake City Stars,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://universe.byu.edu/2022/02/10/family-gratitude-and-getting-1-percent-better-yoeli-childs-journey-brings-him-home/,03/2022,The SLC Stars have announced today the acquisition of former @BYUMBB forward Yoeli Childs’ returning player rights in a trade with the Capital City Go-Go.,5c3388fa01439b0001a0adfe,
Anthony Sorenson,member of sports team,Philadelphia Union II,2022-01-01T00:00:00Z,,https://www.philadelphiaunion.com/news/philadelphia-union-sign-defender-anton-sorenson-to-a-homegrown-player-contract,02/2022,Philadelphia Union Sign Defender Anton Sorenson To A Homegrown Player Contract,5c3388fa01439b0001a0adfe,
Michal Menet,member of sports team,Green Bay Packers,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.packers.com/news/packers-sign-c-michal-menet-to-practice-squad,2021-12-15,"PACKERS SIGN C MICHAL MENET TO PRACTICE SQUAD

The Green Bay Packers signed C MICHAL MENET to the practice squad. The
transaction was announced Wednesday by General Manager Brian
Gutekunst.

(Michael MEN-et) Menet (6-4, 301)",62a7c4d5266dfb89bf94fec8,
Matthew Riccitello,member of sports team,Hagens Berman Jayco,2021-01-01T00:00:00Z,2022-07-31T00:00:00Z,https://www.cyclingnews.com/news/hagens-berman-axeon-reveal-2022-colours-and-bmc-bikes-gallery/,2022-02-06,"The 13-rider roster for 2022 includes under-23 Liège-Bastogne-Liège winner and British under-23 national time trial champion Leo Hayter, who was a late signing for the new season. There are six other signings including 21-year-old Briton Toby Perry and a quintet of talented teenagers: Darren Rafferty, Jack Drage, Dries de Pooter, Iván Romeo and Kasper Andersen.

Returning riders include Britain’s Joe Laverick, Diego Barbosa of Portugal, Liam Holowesko of the Bahamas and Americans Michael Garrison, Samuel Janisch, Simon Jones and Matthew Riccitello.",61528277afcb4906d01e0442,
Blake Quick,member of sports team,Trinity Racing,2021-07-31T00:00:00Z,2022-12-31T00:00:00Z,https://www.cyclingnews.com/races/lexus-of-blackburn-bay-crits-2022/elite-men-stage-1/results/,01/2022,"Blake Quick fastest on opening stage of Australia's Bay Crits
By Simone Giuliani last updated January 8, 2022
InForm TMX MAKE rider sprints to victory ahead of Craig Wiggins and favourite Jensen Plowright

 
 
 
Race Home
Stages 
Blake Quick wins the first elite men's race of the 2022 Lexus of Blackburn Bay Crits 
Blake Quick wins the first elite men's race of the 2022 Lexus of Blackburn Bay Crits (Image credit: Con Chronis)
The break was swamped in the final stages of the opening day of racing in the elite men’s category at the 2022 Lexus of Blackburn Bay Crits,  with Blake Quick (InForm TMX MAKE) taking the victory by a bike length.

The 21-year-old, who had a stint with Trinity Racing in Europe last year, crossed the stage 1 finish line at Eastern Gardens in Geelong ahead of Craig Wiggins (ARA Pro Racing) who has worked his way back to form following a horrible hit and run in September of last year, and favourite Jensen Plowright who pinned on race number 1 with the Lexus of Blackburn team.

It was touch and go whether the field would get the chance to sprint for victory at all with an out of contract Simon Clarke slipping away from the field and then his break away companions in the final laps.

Sponsored Links
Finally, the best strategy game 2024 is free
Stormshot
“We only caught him right on the last bend so it was close. I didn’t realise it was going to come back so quickly in the end,” said Quick, who was piloted toward the line by teammate and former race winner Brenton Jones.  

LATEST VIDEOS FROM CYCLINGNEWS
“He gave me the lead out … I hardly even had to sprint really.” 

The Bay Crits are the traditional season starter, opening up the summer racing which usually moves on to the Australian National Championships, then takes in the Tour Down Under, before heading onto the one-day men’s and women’s Cadel Evans Great Ocean Road Race and finishing with the Jayco Herald Sun Tour in early February. 

This year the COVID-19 pandemic related travel restrictions mean the South Australian event is running as a domestic race while the Cadel Evans Great Ocean Road Race and the associated Race Torquay have been cancelled along with the Jayco Herald Sun Tour. 

As a consequence, some of the WorldTour professionals are absent, with many opting to stay in Europe. New Ineos Grenadiers rider Luke Plapp had been set to headline the Bay Crits but was unable to attend after being a close contact with a COVID-19 case.

Nevertheless it was a competitive bunch of 52 that lined up to start the criterium around the 1.9 kilometre course, with riders fine tuning their form ahead of the Australian Road National Championships. 

Daniel Luke (Olivers Racing) and Declan Trezise (ARA Pro Racing) headed off on an early break but the attempts and catches continued to roll on through the race of 50 minutes plus three laps. The serious attack came 36 minutes in. 

Clarke, who raced for Team Qhubeka NextHash in 2021, was there and drove the early pace in a break of six as he raced for the All Stars team. The group also included two riders from ARA Pro Racing: Zack Gilmore and early-break rider Trezise, plus Liam White (Olivers Racing), Elliot Schultz (InForm TMX MAKE) and Henry Dietze (Giant Racing).

The group stayed away until the bell lap and Clarke launched a last ditch attack just before the break was swept up. But it wasn’t quite enough as he was caught, leaving a stretched out bunch to sprint for the line. 

Results - Top Ten
Pos.	Rider Name (Team)	Result
1	Blake Quick (InForm TMX MAKE)	0:55:44
2	Craig Wiggins (ARA Pro Racing)	
3	Jensen Plowright (Lexus of Blackburn)	
4	Kurt Eather (Oliver's Racing)	
5	Nicholas White (Ballarat Sebastopol)	
6	Brenton Jones (InForm TMX MAKE)	
7	Ben Hill (Canberra)	
8	Myles Stewart (Nero Continetal)	
9	Jacob Langham (All Stars)	
10	Zack Gilmore (ARA Pro Racing)	
Get The Leadout Newsletter
The latest race content, interviews, features, reviews and expert buying guides, direct to your inbox!

Your Email Address
Contact me with news and offers from other Future brands
Receive email from us on behalf of our trusted partners or sponsors
By submitting your information you agree to the Terms & Conditions and Privacy Policy and are aged 16 or over.
Simone Giuliani
Simone Giuliani
Australia Editor
Simone is a degree-qualified journalist that has accumulated decades of wide-ranging experience while working across a variety of leading media organisations. She joined Cyclingnews as a Production Editor at the start of the 2021 season and has now moved into the role of Australia Editor. Previously she worked as a freelance writer, Australian Editor at Ella CyclingTips and as a correspondent for Reuters and Bloomberg. Cycling was initially purely a leisure pursuit for Simone, who started out as a business journalist, but in 2015 her career focus also shifted to the sport.

MORE RACE RESULTS
Wilmar Paredes (Team Medellín) wins stage 1 on Mogollon climb ahead of Tyler Stites at 2024 Tour of the Gila
Tour of the Gila: Wilmar Paredes climbs to victory ahead of Tyler Stites on stage 1

Lauren Stephens (Cynisca Cycling) climbs to stage 1 solo win at 2024 Tour of the Gila
Tour of the Gila: Lauren Stephens wins Mogollon climb opener for women

LATEST
Elisa Longo Borghini (Lidl-Trek), Demi Vollering (SD Worx-ProTime) and Kasia Niewiadoma (Canyon-SRAM)
La Vuelta Femenina 2024 – Analysing the contenders

SEE MORE LATEST ►
Finally, the best strategy game 2024 is free
What are you waiting for? Play now!
Stormshot
|
Sponsored
Surprise Specialized sale slashes hundreds of bikes and accessories by 50%
Huge UK sale comes as summertime approaches
Cyclingnews
This Is Why You Must Install Solar Panels Before May 2024
Many UK homeowners may not realize how easily they can save on their energy bills.
SolarGuide
|
Sponsored
Windows Users Didn't Know This Simple Trick To Block All Ads (Do It Now)
Removing ads is the first step in having a faster, safer and hassle-free browsing experience!
Safer Online Tips
|
Sponsored
MOST POPULAR
Alexis Magner, Roderyck Asconeguy win Rock&Road Criterium
Liège-Bastogne-Liège: Grace Brown wins breakaway sprint to claim Monument victory
Liège-Bastogne-Liège: Tadej Pogačar crushes the field on La Redoute to take solo sixth Monument victory
António Morgado wins Giro della Romagna
Tour of Turkey: Fabio Jakobsen takes first win of 2024 on stage 1
UCI MTB World Cup Araxá - Haley Batten, Victor Koretzky victorious in short track openers
EPZ Omloop van Borsele: Sofie van Rooijen wins breakaway sprint
At 43 years old, Alejandro Valverde wins UCI Gravel Series race La Indomable
Swenson and Villafañe defend Fuego XL titles to take top spots at Life Time Grand Prix
Juan Pedro Lopez seals Tour of the Alps as Aurelien Paret-Peintre wins final stage
Tour of the Alps: Simon Carr wins stage 4 as Juan Pedro López responds to GC attacks",5a5e14fc8e625900017626a9,
Noah Dahlman,member of sports team,Landstede Hammers,2017-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://sportando.basketball/en/noah-dahlman-extends-contract-with-landstede-hammers/,2021-05-07,Noah Dahlman extended his contract with Landstede Hammers for 2 years.,6595e3b4dc9090390e4edb5f,
Noah Dahlman,member of sports team,Gifu Swoops,2022-01-01T00:00:00Z,,https://www.asia-basket.com/Japan/news/852184/Noah-Dahlman-claims-Japanese--League-3-weekly-honour?POW=JPN3,2024-02-26,"34-year old American forward Noah Dahlman (202-F-1989) had a great
game in the last round for Gifu Swoops and receives a Hoops Agents B3
League Player of the Week award for round 34.",6595e3b4dc9090390e4edb5f,
Sean O'Mara,member of sports team,Shiga Lakes,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://sports.inquirer.net/438536/b-league-shiga-beats-ibaraki-anew-for-2nd-straight-win#ixzz8XoQzBxzE,2021-01-10,Ozawa finished with a team-high 17 points on 5-of-6 from deep to lead Shiga while Sean O’mara added 15 points and eight rebounds.,6595e3b4dc9090390e4edb5f,
Sean O'Mara,member of sports team,Osaka Evessa,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.spin.ph/basketball/japan-b-league/kiefer-s-game-winning-freebies-finally-halt-shiga-s-16-game-skid-a2437-20220409,2022-04-09,"and Sean O'Mara had 15 points, nine boards, and two steals.",6595e3b4dc9090390e4edb5f,
Cyrus Christie,member of sports team,Swansea City A.F.C.,2022-01-01T00:00:00Z,2022-06-01T00:00:00Z,https://theathletic.com/3308319/2022/05/22/cyrus-christie-fulham-never-saw-the-best-of-me-its-time-to-kick-on/,06/2022,"The Republic of Ireland international, 29, spent the second half of the season on loan with Swansea City, having been overlooked at Fulham after not finding a summer route out.",6595e3b4dc9090390e4edb5f,
